filename,numberOfTapNotes,numberOfHoldNotes,numberOfSlideNotes,numberOfTouchNotes,numberOfBreakNotes,numberOfExNotes,numberOfTotalNotes,numberOfAllTapNotes,Density,totalPlayerLength,breakScoreValue
000344_03.txt,509,12,87,0,32,0,640,553,4.85,131.91,0.02
000345_00.txt,146,10,4,0,8,0,168,164,1.41,119.18,0.06
000345_01.txt,326,16,23,0,7,0,372,349,3.0,124.11,0.07
000345_02.txt,396,27,57,0,34,0,514,457,4.32,118.97,0.01
000345_03.txt,536,10,28,0,159,0,733,705,6.15,119.18,0.0
000346_00.txt,135,17,6,0,4,0,162,156,1.51,107.44,0.12
000346_01.txt,266,6,13,0,14,0,299,286,2.79,107.27,0.04
000346_02.txt,287,12,68,0,11,0,378,310,3.52,107.44,0.05
000346_03.txt,451,37,49,0,21,0,558,509,3.71,150.52,0.02
000347_00.txt,131,11,3,0,3,0,148,145,1.02,145.52,0.17
000347_01.txt,329,6,20,0,11,0,366,346,2.92,125.37,0.05
000347_02.txt,373,46,21,0,31,0,471,450,3.51,134.33,0.02
000347_03.txt,363,14,169,0,26,0,572,403,2.44,233.96,0.02
000348_00.txt,218,3,9,0,3,0,233,224,2.11,110.67,0.17
000348_01.txt,276,29,12,0,6,0,323,311,2.95,109.43,0.08
000348_02.txt,453,60,56,0,6,0,575,519,5.14,111.92,0.08
000348_03.txt,700,53,133,0,2,0,888,755,7.85,113.16,0.25
000349_00.txt,127,14,3,0,5,0,149,146,1.48,100.45,0.1
000349_01.txt,209,10,12,0,10,0,241,229,2.4,100.45,0.05
000349_02.txt,443,12,46,0,5,0,506,460,5.04,100.45,0.1
000349_03.txt,521,5,88,0,77,0,691,603,6.83,101.12,0.01
000351_00.txt,191,5,1,0,5,0,202,201,1.72,117.33,0.1
000351_01.txt,302,20,14,0,8,0,344,330,2.93,117.33,0.06
000351_02.txt,291,36,61,0,14,0,402,341,3.43,117.22,0.04
000351_03.txt,406,52,82,0,12,0,552,470,4.7,117.33,0.04
000352_00.txt,135,7,3,0,3,0,148,145,1.49,99.24,0.17
000352_01.txt,200,2,13,0,10,0,225,212,1.58,142.7,0.05
000352_02.txt,302,21,22,0,34,0,379,357,3.82,99.24,0.01
000352_03.txt,346,29,61,0,23,0,459,398,4.63,99.24,0.02
000353_00.txt,146,1,3,0,2,0,152,149,1.35,112.62,0.25
000353_01.txt,227,16,5,0,10,0,258,253,2.18,118.15,0.05
000353_02.txt,300,44,20,0,10,0,374,354,3.23,115.85,0.05
000353_03.txt,355,69,48,0,25,0,497,449,4.09,121.38,0.02
000356_00.txt,150,3,3,0,4,0,160,157,1.3,123.16,0.12
000356_01.txt,208,2,9,0,2,0,221,212,2.01,109.74,0.25
000356_02.txt,249,46,25,0,23,0,343,318,2.45,139.74,0.02
000356_03.txt,340,65,46,0,16,0,467,421,3.05,153.16,0.03
000358_00.txt,116,3,4,0,4,0,127,123,1.13,112.82,0.12
000358_01.txt,287,16,9,0,4,0,316,307,2.58,122.56,0.12
000358_02.txt,310,42,27,0,11,0,390,363,3.44,113.33,0.05
000358_03.txt,502,46,58,0,11,0,617,559,5.47,112.82,0.05
000359_00.txt,110,6,9,0,2,0,127,118,1.25,101.25,0.25
000359_01.txt,218,47,7,0,10,0,282,275,2.61,108.0,0.05
000359_02.txt,322,54,24,0,14,0,414,390,3.63,114.0,0.04
000359_03.txt,436,36,88,0,10,0,570,482,5.76,98.91,0.05
000360_00.txt,135,6,4,0,4,0,149,145,1.49,100.0,0.12
000360_01.txt,251,20,28,0,22,0,321,293,3.13,102.67,0.02
000360_02.txt,280,27,54,0,27,0,388,334,3.59,108.0,0.02
000360_03.txt,452,30,81,0,31,0,594,513,5.73,103.67,0.02
000362_00.txt,107,11,4,0,6,0,128,124,1.12,114.46,0.08
000362_01.txt,320,10,15,0,2,0,347,332,3.08,112.62,0.25
000362_02.txt,291,42,28,0,9,0,370,342,2.67,138.46,0.06
000362_03.txt,456,38,42,0,14,0,550,508,4.89,112.5,0.04
000363_00.txt,238,8,4,0,9,0,259,255,2.23,116.21,0.06
000363_01.txt,438,23,9,0,16,0,486,477,3.7,131.37,0.03
000363_02.txt,299,79,116,0,100,0,594,478,4.8,123.79,0.01
000363_03.txt,944,0,68,0,99,0,1111,1043,9.26,120.0,0.01
000364_00.txt,200,11,6,0,6,0,223,217,1.76,126.86,0.08
000364_01.txt,357,31,8,0,9,0,405,397,3.24,125.14,0.06
000364_02.txt,396,80,52,0,15,0,543,491,4.32,125.57,0.03
000364_03.txt,611,29,143,0,19,0,802,659,6.4,125.36,0.03
000364_04.txt,482,24,116,0,47,0,669,553,5.27,126.86,0.01
000365_00.txt,186,6,1,0,4,0,197,196,1.28,153.6,0.12
000365_01.txt,261,32,10,0,4,0,307,297,2.12,144.6,0.12
000365_02.txt,493,17,46,0,5,0,561,515,4.43,126.68,0.1
000365_03.txt,747,27,75,0,10,0,859,784,7.24,118.58,0.05
000365_04.txt,670,120,88,0,10,0,888,800,7.49,118.58,0.05
000366_00.txt,204,4,4,0,6,0,218,214,1.94,112.46,0.08
000366_01.txt,344,8,15,0,3,0,370,355,2.6,142.29,0.17
000366_02.txt,379,54,64,0,8,0,505,441,4.33,116.57,0.06
000366_03.txt,505,39,77,0,15,0,636,559,5.27,120.69,0.03
000367_00.txt,129,9,6,0,7,0,151,145,1.3,116.57,0.07
000367_01.txt,311,21,18,0,9,0,359,341,3.08,116.57,0.06
000367_02.txt,412,44,49,0,7,0,512,463,4.37,117.26,0.07
000367_03.txt,470,76,86,0,18,0,650,564,5.39,120.69,0.03
000367_04.txt,594,93,118,0,8,0,813,695,6.98,116.53,0.06
000374_00.txt,169,2,3,0,3,0,177,174,1.2,147.51,0.17
000374_01.txt,295,15,7,0,8,0,325,318,2.59,125.27,0.06
000374_02.txt,447,32,48,0,22,0,549,501,4.42,124.1,0.02
000374_03.txt,615,10,113,0,18,0,756,643,6.04,125.27,0.03
000375_00.txt,211,4,11,0,2,0,228,217,1.78,127.74,0.25
000375_01.txt,235,25,9,0,6,0,275,266,1.89,145.81,0.08
000375_02.txt,311,55,21,0,14,0,401,380,2.77,144.52,0.04
000375_03.txt,333,52,91,0,15,0,491,400,3.62,135.48,0.03
000376_00.txt,175,2,4,0,4,0,185,181,0.83,221.79,0.12
000376_01.txt,338,24,16,0,5,0,383,367,2.04,187.47,0.1
000376_02.txt,510,16,38,0,6,0,570,532,3.06,186.07,0.08
000376_03.txt,671,36,114,0,8,0,829,715,3.56,232.71,0.06
000378_00.txt,114,8,6,0,6,0,134,128,1.06,126.61,0.08
000378_01.txt,298,26,10,0,2,0,336,326,2.76,121.89,0.25
000378_02.txt,298,65,40,0,17,0,420,380,3.51,119.53,0.03
000378_03.txt,384,0,157,0,8,0,549,392,4.2,130.87,0.06
000378_04.txt,595,87,37,0,13,0,732,695,6.12,119.65,0.04
000379_00.txt,173,30,8,0,5,0,216,208,0.61,351.63,0.1
000379_01.txt,426,25,42,0,8,0,501,459,2.85,175.89,0.06
000379_02.txt,533,35,93,0,19,0,680,587,2.19,310.31,0.03
000379_03.txt,734,10,208,0,4,0,956,748,3.13,305.26,0.12
000380_00.txt,244,2,4,0,4,0,254,250,1.44,177.0,0.12
000380_01.txt,327,4,15,0,4,0,350,335,2.51,139.33,0.12
000380_02.txt,457,15,49,0,75,0,596,547,4.37,136.33,0.01
000380_03.txt,735,70,84,0,45,0,934,850,6.44,145.0,0.01
000381_00.txt,247,4,1,0,6,0,258,257,2.05,125.65,0.08
000381_01.txt,456,13,24,0,9,0,502,478,4.04,124.24,0.06
000381_02.txt,581,26,61,0,8,0,676,615,5.43,124.59,0.06
000381_03.txt,767,12,116,0,9,0,904,788,7.27,124.41,0.06
000382_00.txt,198,24,3,0,7,0,232,229,1.96,118.63,0.07
000382_01.txt,345,7,10,0,14,0,376,366,3.19,117.94,0.04
000382_02.txt,349,58,28,0,14,0,449,421,3.81,117.77,0.04
000382_03.txt,658,27,40,0,15,0,740,700,6.27,117.94,0.03
000383_00.txt,269,4,2,0,3,0,278,276,2.04,136.36,0.17
000383_01.txt,282,26,17,0,12,0,337,320,2.45,137.58,0.04
000383_02.txt,367,28,22,0,8,0,425,403,3.0,141.52,0.06
000383_03.txt,485,57,60,0,11,0,613,553,4.23,144.85,0.05
000384_00.txt,184,4,5,0,4,0,197,192,1.44,136.71,0.12
000384_01.txt,306,6,4,0,5,0,321,317,2.76,116.46,0.1
000384_02.txt,433,46,26,0,22,0,527,501,4.32,122.03,0.02
000384_03.txt,725,36,119,0,8,0,888,769,7.25,122.53,0.06
000385_00.txt,125,8,8,0,3,0,144,136,1.07,134.63,0.17
000385_01.txt,265,14,17,0,17,0,313,296,2.56,122.2,0.03
000385_02.txt,538,64,10,0,31,0,643,633,4.77,134.88,0.02
000385_03.txt,779,17,104,0,99,0,999,895,8.26,120.89,0.01
000386_00.txt,138,4,4,0,6,0,152,148,1.11,136.73,0.08
000386_01.txt,341,25,9,0,7,0,382,373,2.98,128.18,0.07
000386_02.txt,341,55,29,0,19,0,444,415,3.67,120.82,0.03
000386_03.txt,655,21,92,0,9,0,777,685,6.63,117.18,0.06
000387_00.txt,154,17,12,0,8,0,191,179,1.3,147.34,0.06
000387_01.txt,308,10,13,0,13,0,344,331,2.07,165.94,0.04
000387_02.txt,413,24,65,0,7,0,509,444,3.21,158.75,0.07
000387_03.txt,982,3,5,0,10,0,1000,995,5.54,180.39,0.05
000388_00.txt,187,4,2,0,6,0,199,197,1.38,143.78,0.08
000388_01.txt,209,31,20,0,18,0,278,258,1.95,142.43,0.03
000388_02.txt,593,8,23,0,13,0,637,614,4.8,132.7,0.04
000388_03.txt,697,27,89,0,27,0,840,751,6.54,128.38,0.02
000389_00.txt,190,18,2,0,2,0,212,210,1.78,119.31,0.25
000389_01.txt,248,24,17,0,8,0,297,280,2.41,123.47,0.06
000389_02.txt,510,34,23,0,6,0,573,550,4.76,120.26,0.08
000389_03.txt,648,56,78,0,30,0,812,734,5.04,161.1,0.02
000389_04.txt,771,91,55,0,44,0,961,906,8.05,119.39,0.01
000390_00.txt,197,20,6,0,2,0,225,219,1.36,166.02,0.25
000390_01.txt,330,16,11,0,6,0,363,352,2.16,168.27,0.08
000390_02.txt,412,71,9,0,10,0,502,493,3.6,139.51,0.05
000390_03.txt,762,25,81,0,34,0,902,821,7.28,123.95,0.01
000399_00.txt,131,3,5,0,5,0,144,139,1.15,124.8,0.1
000399_01.txt,324,8,10,0,2,0,344,334,2.74,125.7,0.25
000399_02.txt,383,35,49,0,20,0,487,438,3.91,124.5,0.03
000399_03.txt,502,28,158,0,22,0,710,552,5.7,124.65,0.02
000400_00.txt,181,4,2,0,8,0,195,193,1.36,142.89,0.06
000400_01.txt,348,18,24,0,14,0,404,380,2.44,165.39,0.04
000400_02.txt,558,44,20,0,14,0,636,616,4.19,151.83,0.04
000400_03.txt,744,22,136,0,15,0,917,781,6.76,135.65,0.03
000401_00.txt,191,2,5,0,2,0,200,195,1.39,144.0,0.25
000401_01.txt,422,8,6,0,6,0,442,436,3.11,142.24,0.08
000401_02.txt,423,35,55,0,48,0,561,506,4.02,139.61,0.01
000401_03.txt,593,14,177,0,48,0,832,655,5.93,140.2,0.01
000403_00.txt,191,5,6,0,5,0,207,201,1.65,125.14,0.1
000403_01.txt,227,25,19,0,23,0,294,275,2.38,123.43,0.02
000403_02.txt,385,37,15,0,17,0,454,439,3.68,123.43,0.03
000403_03.txt,557,62,69,0,26,0,714,645,5.78,123.43,0.02
000404_00.txt,164,12,1,0,4,0,181,180,1.51,120.0,0.12
000404_01.txt,282,6,11,0,6,0,305,294,2.54,120.0,0.08
000404_02.txt,362,39,27,0,14,0,442,415,3.68,120.0,0.04
000404_03.txt,507,20,125,0,22,0,674,549,5.44,124.0,0.02
000407_00.txt,178,6,6,0,4,0,194,188,1.53,126.96,0.12
000407_01.txt,304,10,16,0,3,0,333,317,2.42,137.39,0.17
000407_02.txt,318,53,67,0,5,0,443,376,2.86,154.78,0.1
000407_03.txt,428,24,130,0,7,0,589,459,3.81,154.78,0.07
000408_00.txt,123,22,7,0,3,0,155,148,1.21,128.0,0.17
000408_01.txt,291,5,23,0,5,0,324,301,2.53,128.0,0.1
000408_02.txt,352,31,39,0,7,0,429,390,3.35,128.0,0.07
000408_03.txt,380,23,146,0,20,0,569,423,4.45,128.0,0.03
000409_00.txt,174,11,2,0,4,0,191,189,1.69,112.84,0.12
000409_01.txt,258,21,13,0,4,0,296,283,2.62,112.84,0.12
000409_02.txt,399,51,12,0,14,0,476,464,4.22,112.84,0.04
000409_03.txt,402,49,63,0,13,0,527,464,4.67,112.84,0.04
000410_00.txt,177,6,1,0,5,0,189,188,1.64,114.91,0.1
000410_01.txt,231,45,19,0,11,0,306,287,2.65,115.64,0.05
000410_02.txt,416,24,39,0,8,0,487,448,4.24,114.91,0.06
000410_03.txt,450,65,69,0,8,0,592,523,5.14,115.07,0.06
000411_00.txt,243,5,4,0,5,0,257,253,1.98,130.0,0.1
000411_01.txt,376,53,8,0,6,0,443,435,3.41,130.0,0.08
000411_02.txt,503,60,43,0,27,0,633,590,4.46,142.0,0.02
000411_03.txt,784,34,104,0,39,0,961,857,7.15,134.38,0.01
000412_00.txt,142,10,5,0,5,0,162,157,1.16,139.26,0.1
000412_01.txt,316,15,18,0,9,0,358,340,2.63,136.3,0.06
000412_02.txt,338,92,48,0,17,0,495,447,3.64,136.11,0.03
000412_03.txt,655,41,89,0,19,0,804,715,5.9,136.3,0.03
000413_00.txt,145,10,2,0,7,0,164,162,1.82,90.13,0.07
000413_01.txt,209,14,9,0,4,0,236,227,2.7,87.28,0.12
000413_02.txt,275,30,37,0,19,0,361,324,4.14,87.13,0.03
000413_03.txt,430,16,93,0,34,0,573,480,6.47,88.59,0.01
000414_00.txt,151,19,6,0,2,0,178,172,1.51,117.78,0.25
000414_01.txt,311,10,16,0,3,0,340,324,2.59,131.11,0.17
000414_02.txt,264,41,53,0,25,0,383,330,3.25,117.78,0.02
000414_03.txt,538,10,116,0,31,0,695,579,5.9,117.78,0.02
000414_04.txt,272,0,191,0,22,0,485,294,3.81,127.41,0.02
000417_00.txt,164,6,2,0,8,0,180,178,1.36,132.0,0.06
000417_01.txt,336,34,6,0,4,0,380,374,2.88,131.74,0.12
000417_02.txt,386,39,22,0,16,0,463,441,3.51,131.75,0.03
000417_03.txt,648,21,76,0,14,0,759,683,5.76,131.75,0.04
000418_00.txt,175,11,10,0,11,0,207,197,1.43,144.29,0.05
000418_01.txt,350,36,22,0,16,0,424,402,2.55,166.38,0.03
000418_02.txt,300,65,33,0,80,0,478,445,2.88,166.2,0.01
000418_03.txt,417,71,104,0,52,0,644,540,3.98,161.78,0.01
000419_00.txt,157,10,3,0,3,0,173,170,1.32,131.43,0.17
000419_01.txt,225,33,21,0,14,0,293,272,2.21,132.57,0.04
000419_02.txt,400,71,24,0,22,0,517,493,3.81,135.71,0.02
000419_03.txt,594,45,93,0,10,0,742,649,5.26,141.14,0.05
000420_00.txt,141,15,9,0,9,0,174,165,1.22,142.5,0.06
000420_01.txt,277,40,21,0,10,0,348,327,2.43,143.44,0.05
000420_02.txt,445,90,55,0,28,0,618,563,3.86,160.2,0.02
000420_03.txt,640,59,114,0,33,0,846,732,5.53,152.93,0.02
000421_00.txt,273,6,9,0,10,0,298,289,2.12,140.49,0.05
000421_01.txt,348,22,22,0,10,0,402,380,2.76,145.76,0.05
000421_02.txt,638,23,48,0,18,0,727,679,4.77,152.34,0.03
000421_03.txt,989,20,61,0,30,0,1100,1039,8.22,133.76,0.02
000422_00.txt,198,8,2,0,4,0,212,210,1.68,126.15,0.12
000422_01.txt,297,24,17,0,16,0,354,337,2.78,127.31,0.03
000422_02.txt,485,44,51,0,9,0,589,538,4.67,126.15,0.06
000422_03.txt,704,28,109,0,14,0,855,746,6.84,125.0,0.04
000424_00.txt,195,4,1,0,6,0,206,205,2.2,93.49,0.08
000424_01.txt,182,16,6,0,2,0,206,200,2.21,93.09,0.25
000424_02.txt,347,23,71,0,35,0,476,405,5.1,93.28,0.01
000424_03.txt,456,7,75,0,23,0,561,486,6.04,92.93,0.02
000425_00.txt,78,5,13,0,2,0,98,85,0.69,142.02,0.25
000425_01.txt,165,0,32,0,4,0,201,169,1.42,142.02,0.12
000425_02.txt,280,0,77,0,5,0,362,285,2.55,142.02,0.1
000425_03.txt,385,8,194,0,6,0,593,399,4.18,142.02,0.08
000426_00.txt,180,29,2,0,4,0,215,213,1.59,135.2,0.12
000426_01.txt,306,30,9,0,4,0,349,340,2.59,134.8,0.12
000426_02.txt,377,78,54,0,8,0,517,463,3.8,136.0,0.06
000426_03.txt,458,39,181,0,10,0,688,507,5.09,135.25,0.05
000427_00.txt,237,17,10,0,4,0,268,258,1.97,135.82,0.12
000427_01.txt,378,32,5,0,3,0,418,413,3.12,134.18,0.17
000427_02.txt,361,78,30,0,7,0,476,446,2.95,161.54,0.07
000427_03.txt,798,18,137,0,25,0,978,841,6.64,147.36,0.02
000431_00.txt,266,12,4,0,5,0,287,283,2.34,122.47,0.1
000431_01.txt,436,16,32,0,9,0,493,461,3.75,131.36,0.06
000431_02.txt,665,26,48,0,12,0,751,703,5.95,126.3,0.04
000431_03.txt,768,24,197,0,15,0,1004,807,8.01,125.31,0.03
000432_00.txt,256,4,2,0,14,0,276,274,1.92,143.66,0.04
000432_01.txt,346,80,10,0,14,0,450,440,2.92,154.23,0.04
000432_02.txt,387,81,58,0,10,0,536,478,3.69,145.35,0.05
000432_03.txt,608,37,162,0,17,0,824,662,5.73,143.87,0.03
000434_00.txt,129,12,12,0,5,0,158,146,1.11,142.5,0.1
000434_01.txt,311,12,12,0,2,0,337,325,1.54,218.81,0.25
000434_02.txt,407,30,46,0,2,0,485,439,2.84,170.81,0.25
000434_03.txt,402,56,120,0,17,0,595,475,2.59,229.31,0.03
000435_00.txt,103,6,4,0,5,0,118,114,1.39,84.71,0.1
000435_01.txt,215,8,20,0,11,0,254,234,2.65,96.0,0.05
000435_02.txt,243,37,31,0,6,0,317,286,3.16,100.24,0.08
000435_03.txt,364,38,42,0,3,0,447,405,4.28,104.47,0.17
000436_00.txt,127,2,4,0,3,0,136,132,1.06,128.81,0.17
000436_01.txt,304,24,12,0,12,0,352,340,2.73,128.81,0.04
000436_02.txt,323,32,25,0,9,0,389,364,3.01,129.23,0.06
000436_03.txt,563,34,77,0,15,0,689,612,5.33,129.23,0.03
000437_00.txt,134,4,8,0,6,0,152,144,1.44,105.6,0.08
000437_01.txt,286,16,8,0,4,0,314,306,2.83,111.09,0.12
000437_02.txt,348,25,43,0,20,0,436,393,3.61,120.69,0.03
000437_03.txt,467,35,72,0,23,0,597,525,5.37,111.09,0.02
000438_00.txt,117,14,1,0,5,0,137,136,1.14,120.0,0.1
000438_01.txt,207,18,17,0,5,0,247,230,2.07,119.56,0.1
000438_02.txt,307,27,37,0,8,0,379,342,3.24,116.89,0.06
000438_03.txt,537,38,43,0,18,0,636,593,5.22,121.78,0.03
000439_00.txt,210,4,4,0,16,0,234,230,1.86,126.0,0.03
000439_01.txt,409,32,37,0,21,0,499,462,3.79,131.7,0.02
000439_02.txt,551,79,17,0,4,0,651,634,4.48,145.2,0.12
000439_03.txt,598,37,164,0,42,0,841,677,6.27,134.1,0.01
000440_00.txt,127,13,3,0,4,0,147,144,1.43,102.86,0.12
000440_01.txt,201,13,19,0,6,0,239,220,2.53,94.63,0.08
000440_02.txt,289,45,20,0,8,0,362,342,3.69,98.06,0.06
000440_03.txt,461,11,46,0,14,0,532,486,4.69,113.49,0.04
000446_00.txt,239,18,11,0,24,0,292,281,2.09,140.0,0.02
000446_01.txt,379,21,15,0,10,0,425,410,3.23,131.67,0.05
000446_02.txt,586,32,37,0,8,0,663,626,4.69,141.33,0.06
000446_03.txt,888,54,93,0,19,0,1054,961,8.06,130.78,0.03
000447_00.txt,246,8,4,0,2,0,260,256,1.81,143.33,0.25
000447_01.txt,406,16,5,0,12,0,439,434,3.11,141.33,0.04
000447_02.txt,446,51,31,0,8,0,536,505,3.8,141.0,0.06
000447_03.txt,606,26,144,0,38,0,814,670,5.52,147.33,0.01
000448_00.txt,187,11,8,0,7,0,213,205,1.58,135.2,0.07
000448_01.txt,300,19,19,0,10,0,348,329,2.34,148.8,0.05
000448_02.txt,357,45,23,0,11,0,436,413,2.96,147.2,0.05
000448_03.txt,732,61,79,0,20,0,892,813,6.43,138.8,0.03
000449_00.txt,143,19,12,0,2,0,176,164,1.25,141.0,0.25
000449_01.txt,325,12,19,0,7,0,363,344,2.14,169.5,0.07
000449_02.txt,402,35,22,0,14,0,473,451,2.79,169.5,0.04
000449_03.txt,689,8,62,0,29,0,788,726,4.63,170.25,0.02
000451_00.txt,229,7,11,0,5,0,252,241,1.87,134.48,0.1
000451_01.txt,390,36,10,0,8,0,444,434,2.99,148.55,0.06
000451_02.txt,570,43,16,0,12,0,641,625,4.78,134.07,0.04
000451_03.txt,843,25,92,0,27,0,987,895,7.36,134.07,0.02
000453_00.txt,95,10,2,0,4,0,111,109,1.03,108.0,0.12
000453_01.txt,215,32,22,0,12,0,281,259,2.52,111.5,0.04
000453_02.txt,433,36,48,0,8,0,525,477,4.77,110.0,0.06
000453_03.txt,531,11,67,0,67,0,676,609,6.15,110.0,0.01
000454_00.txt,211,4,12,0,8,0,235,223,1.61,145.55,0.06
000454_01.txt,384,30,7,0,10,0,431,424,2.84,151.55,0.05
000454_02.txt,343,23,79,0,43,0,488,409,2.85,171.1,0.01
000454_03.txt,774,27,78,0,36,0,915,837,6.65,137.61,0.01
000455_00.txt,190,8,6,0,3,0,207,201,1.47,140.44,0.17
000455_01.txt,287,27,27,0,12,0,353,326,2.23,158.22,0.04
000455_02.txt,349,53,42,0,44,0,488,446,3.44,141.78,0.01
000455_03.txt,526,69,88,0,37,0,720,632,5.13,140.44,0.01
000456_00.txt,317,8,12,0,7,0,344,332,2.89,119.2,0.07
000456_01.txt,572,14,19,0,12,0,617,598,5.04,122.39,0.04
000456_02.txt,642,33,65,0,37,0,777,712,6.57,118.34,0.01
000456_03.txt,985,18,85,0,50,0,1138,1053,9.55,119.2,0.01
000457_00.txt,86,10,9,0,6,0,111,102,0.99,112.68,0.08
000457_01.txt,231,18,17,0,10,0,276,259,2.36,116.71,0.05
000457_02.txt,346,0,61,0,18,0,425,364,3.81,111.4,0.03
000457_03.txt,391,0,147,0,29,0,567,420,4.9,115.61,0.02
000458_00.txt,100,15,8,0,2,0,125,117,0.96,130.0,0.25
000458_01.txt,231,16,14,0,8,0,269,255,1.98,136.0,0.06
000458_02.txt,193,28,44,0,20,0,285,241,2.04,140.0,0.03
000458_03.txt,351,6,96,0,13,0,466,370,3.58,130.0,0.04
000459_00.txt,233,8,6,0,2,0,249,243,1.74,142.86,0.25
000459_01.txt,278,59,21,0,10,0,368,347,2.54,145.14,0.05
000459_02.txt,465,54,43,0,23,0,585,542,3.3,177.14,0.02
000459_03.txt,548,51,136,0,59,0,794,658,4.25,187.0,0.01
000460_00.txt,156,7,6,0,4,0,173,167,0.6,290.57,0.12
000460_01.txt,280,66,9,0,12,0,367,358,1.43,256.07,0.04
000460_02.txt,470,48,40,0,8,0,566,526,3.43,164.79,0.06
000460_03.txt,894,22,53,0,11,0,980,927,3.88,252.64,0.05
000461_00.txt,207,14,7,0,6,0,234,227,1.65,141.47,0.08
000461_01.txt,412,20,22,0,11,0,465,443,2.82,164.84,0.05
000461_02.txt,428,40,50,0,26,0,544,494,3.08,176.53,0.02
000461_03.txt,721,45,143,0,29,0,938,795,6.72,139.58,0.02
000462_00.txt,206,25,12,0,4,0,247,235,1.31,189.1,0.12
000462_01.txt,348,30,17,0,9,0,404,387,2.96,136.4,0.06
000462_02.txt,403,59,57,0,26,0,545,488,4.3,126.7,0.02
000462_03.txt,636,46,94,0,75,0,851,757,6.72,126.65,0.01
000463_00.txt,222,11,8,0,2,0,243,235,1.89,128.67,0.25
000463_01.txt,466,10,13,0,6,0,495,482,3.85,128.67,0.08
000463_02.txt,414,80,44,0,10,0,548,504,3.68,148.92,0.05
000463_03.txt,789,30,87,0,25,0,931,844,7.18,129.62,0.02
000463_04.txt,738,71,89,0,83,0,981,892,7.43,132.11,0.01
000464_00.txt,294,12,2,0,2,0,310,308,2.45,126.55,0.25
000464_01.txt,327,35,19,0,22,0,403,384,3.08,130.91,0.02
000464_02.txt,515,44,42,0,24,0,625,583,4.94,126.55,0.02
000464_03.txt,790,55,43,0,70,0,958,915,7.57,126.55,0.01
000464_04.txt,646,105,61,0,100,0,912,851,7.14,127.82,0.01
000465_00.txt,184,10,4,0,2,0,200,196,1.47,135.94,0.25
000465_01.txt,384,8,33,0,11,0,436,403,3.19,136.78,0.05
000465_02.txt,351,50,59,0,13,0,473,414,3.52,134.27,0.04
000465_03.txt,487,38,208,0,20,0,753,545,5.61,134.27,0.03
000466_00.txt,204,18,10,0,6,0,238,228,1.7,139.76,0.08
000466_01.txt,353,10,7,0,8,0,378,371,2.7,140.12,0.06
000466_02.txt,378,48,56,0,16,0,498,442,2.77,180.0,0.03
000466_03.txt,504,44,149,0,13,0,710,561,4.71,150.73,0.04
000467_00.txt,139,14,12,0,2,0,167,155,1.47,113.33,0.25
000467_01.txt,311,64,8,0,4,0,387,379,3.34,116.0,0.12
000467_02.txt,441,38,41,0,16,0,536,495,4.57,117.33,0.03
000467_03.txt,736,26,119,0,21,0,902,783,7.61,118.5,0.02
000468_00.txt,130,5,7,0,3,0,145,138,1.61,90.17,0.17
000468_01.txt,234,14,6,0,6,0,260,254,2.76,94.34,0.08
000468_02.txt,310,37,12,0,23,0,382,370,4.24,90.17,0.02
000468_03.txt,358,43,62,0,32,0,495,433,4.96,99.88,0.02
000471_00.txt,156,14,6,0,6,0,182,176,1.36,133.57,0.08
000471_01.txt,306,17,18,0,31,0,372,354,2.48,150.0,0.02
000471_02.txt,438,39,33,0,24,0,534,501,3.63,147.14,0.02
000471_03.txt,494,56,108,0,12,0,670,562,4.57,146.61,0.04
000472_00.txt,190,10,6,0,2,0,208,202,1.64,126.63,0.25
000472_01.txt,306,20,9,0,7,0,342,333,2.57,133.26,0.07
000472_02.txt,423,35,25,0,17,0,500,475,3.62,138.14,0.03
000472_03.txt,629,12,101,0,4,0,746,645,5.63,132.56,0.12
000472_04.txt,751,115,67,0,23,0,956,889,6.57,145.47,0.02
000477_00.txt,230,10,2,0,9,0,251,249,1.78,140.77,0.06
000477_01.txt,345,38,11,0,23,0,417,406,2.81,148.35,0.02
000477_02.txt,395,32,85,0,21,0,533,448,3.76,141.72,0.02
000477_03.txt,713,25,158,0,16,0,912,754,6.46,141.17,0.03
000480_00.txt,166,15,5,0,2,0,188,183,1.2,156.15,0.25
000480_01.txt,273,24,21,0,4,0,322,301,2.34,137.69,0.12
000480_02.txt,441,25,42,0,9,0,517,475,2.79,185.0,0.06
000480_03.txt,532,50,79,0,7,0,668,589,5.02,133.08,0.07
000482_00.txt,141,6,4,0,2,0,153,149,1.54,99.62,0.25
000482_01.txt,230,20,4,0,12,0,266,262,2.65,100.38,0.04
000482_02.txt,401,0,44,0,25,0,470,426,4.27,110.19,0.02
000482_03.txt,571,14,80,0,26,0,691,611,6.94,99.62,0.02
000483_00.txt,190,10,7,0,5,0,212,205,1.7,124.87,0.1
000483_01.txt,290,16,20,0,12,0,338,318,2.68,126.27,0.04
000483_02.txt,348,48,56,0,7,0,459,403,3.37,136.03,0.07
000483_03.txt,609,16,68,0,17,0,710,642,5.5,129.06,0.03
000488_00.txt,194,11,6,0,7,0,218,212,1.81,120.63,0.07
000488_01.txt,373,32,30,0,8,0,443,413,3.27,135.39,0.06
000488_02.txt,481,62,74,0,12,0,629,555,4.3,146.31,0.04
