filename,numberOfTapNotes,numberOfHoldNotes,numberOfSlideNotes,numberOfTouchNotes,numberOfBreakNotes,numberOfExNotes,numberOfTotalNotes,numberOfAllTapNotes,Density,totalPlayerLength,breakScoreValue
000363_02.txt,299,79,116,0,100,0,594,478,20.78,28.58,0.01
000363_03.txt,944,0,68,0,99,0,1111,1043,77.18,14.39,0.01
000364_00.txt,200,11,6,0,6,0,223,217,3.94,56.57,0.08
000364_01.txt,357,31,8,0,9,0,405,397,16.43,24.64,0.06
000364_02.txt,396,80,52,0,15,0,543,491,21.12,25.71,0.03
000364_03.txt,611,29,143,0,19,0,802,659,48.76,16.45,0.03
000364_04.txt,482,24,116,0,47,0,669,553,22.22,30.11,0.01
000365_00.txt,186,6,1,0,4,0,197,196,6.6,29.85,0.12
000365_01.txt,261,32,10,0,4,0,307,297,11.0,27.9,0.12
000365_02.txt,493,17,46,0,5,0,561,515,27.91,20.1,0.1
000365_03.txt,747,27,75,0,10,0,859,784,53.65,16.01,0.05
000365_04.txt,670,120,88,0,10,0,888,800,57.2,15.53,0.05
000366_00.txt,204,4,4,0,6,0,218,214,4.54,48.0,0.08
000366_01.txt,344,8,15,0,3,0,370,355,10.18,36.34,0.17
000366_02.txt,379,54,64,0,8,0,505,441,20.25,24.94,0.06
000366_03.txt,505,39,77,0,15,0,636,559,34.86,18.24,0.03
000367_00.txt,129,9,6,0,7,0,151,145,3.08,49.03,0.07
000367_01.txt,311,21,18,0,9,0,359,341,11.38,31.54,0.06
000367_02.txt,412,44,49,0,7,0,512,463,27.87,18.37,0.07
000367_03.txt,470,76,86,0,18,0,650,564,36.99,17.57,0.03
000367_04.txt,594,93,118,0,8,0,813,695,46.46,17.5,0.06
000374_00.txt,169,2,3,0,3,0,177,174,2.94,60.29,0.17
000374_01.txt,295,15,7,0,8,0,325,318,8.19,39.66,0.06
000374_02.txt,447,32,48,0,22,0,549,501,19.64,27.95,0.02
000374_03.txt,615,10,113,0,18,0,756,643,46.12,16.39,0.03
000375_00.txt,211,4,11,0,2,0,228,217,5.27,43.23,0.25
000375_01.txt,235,25,9,0,6,0,275,266,6.53,42.1,0.08
000375_02.txt,311,55,21,0,14,0,401,380,21.95,18.27,0.04
000375_03.txt,333,52,91,0,15,0,491,400,23.42,20.97,0.03
000376_00.txt,175,2,4,0,4,0,185,181,2.37,78.19,0.12
000376_01.txt,338,24,16,0,5,0,383,367,6.45,59.34,0.1
000376_02.txt,510,16,38,0,6,0,570,532,11.74,48.54,0.08
000376_03.txt,671,36,114,0,8,0,829,715,20.36,40.72,0.06
000378_00.txt,114,8,6,0,6,0,134,128,2.01,66.61,0.08
000378_01.txt,298,26,10,0,2,0,336,326,9.74,34.49,0.25
000378_02.txt,298,65,40,0,17,0,420,380,19.12,21.97,0.03
000378_03.txt,384,0,157,0,8,0,549,392,13.92,39.45,0.06
000378_04.txt,595,87,37,0,13,0,732,695,65.47,11.18,0.04
000379_00.txt,173,30,8,0,5,0,216,208,4.78,45.2,0.1
000379_01.txt,426,25,42,0,8,0,501,459,12.68,39.51,0.06
000379_02.txt,533,35,93,0,19,0,680,587,20.63,32.96,0.03
000379_03.txt,734,10,208,0,4,0,956,748,37.07,25.79,0.12
000380_00.txt,244,2,4,0,4,0,254,250,5.05,50.33,0.12
000380_01.txt,327,4,15,0,4,0,350,335,6.95,50.33,0.12
000380_02.txt,457,15,49,0,75,0,596,547,15.09,39.5,0.01
000380_03.txt,735,70,84,0,45,0,934,850,41.98,22.25,0.01
000381_00.txt,247,4,1,0,6,0,258,257,5.11,50.47,0.08
000381_01.txt,456,13,24,0,9,0,502,478,12.31,40.76,0.06
000381_02.txt,581,26,61,0,8,0,676,615,31.75,21.29,0.06
000381_03.txt,767,12,116,0,9,0,904,788,54.98,16.44,0.06
000382_00.txt,198,24,3,0,7,0,232,229,4.05,57.26,0.07
000382_01.txt,345,7,10,0,14,0,376,366,9.92,37.89,0.04
000382_02.txt,349,58,28,0,14,0,449,421,20.33,22.09,0.04
000382_03.txt,658,27,40,0,15,0,740,700,49.81,14.86,0.03
000383_00.txt,269,4,2,0,3,0,278,276,5.4,51.52,0.17
000383_01.txt,282,26,17,0,12,0,337,320,5.48,61.52,0.04
000383_02.txt,367,28,22,0,8,0,425,403,8.3,51.21,0.06
000383_03.txt,485,57,60,0,11,0,613,553,19.93,30.76,0.05
000384_00.txt,184,4,5,0,4,0,197,192,5.48,35.95,0.12
000384_01.txt,306,6,4,0,5,0,321,317,10.14,31.65,0.1
000384_02.txt,433,46,26,0,22,0,527,501,18.34,28.73,0.02
000384_03.txt,725,36,119,0,8,0,888,769,48.91,18.15,0.06
000385_00.txt,125,8,8,0,3,0,144,136,2.61,55.12,0.17
000385_01.txt,265,14,17,0,17,0,313,296,6.2,50.49,0.03
000385_02.txt,538,64,10,0,31,0,643,633,26.9,23.9,0.02
000385_03.txt,779,17,104,0,99,0,999,895,67.15,14.88,0.01
000386_00.txt,138,4,4,0,6,0,152,148,4.31,35.27,0.08
000386_01.txt,341,25,9,0,7,0,382,373,11.54,33.09,0.07
000386_02.txt,341,55,29,0,19,0,444,415,18.02,24.64,0.03
000386_03.txt,655,21,92,0,9,0,777,685,56.98,13.64,0.06
000387_00.txt,154,17,12,0,8,0,191,179,5.03,37.97,0.06
000387_01.txt,308,10,13,0,13,0,344,331,10.64,32.34,0.04
000387_02.txt,413,24,65,0,7,0,509,444,23.16,21.98,0.07
000387_03.txt,982,3,5,0,10,0,1000,995,62.19,16.08,0.05
000388_00.txt,187,4,2,0,6,0,199,197,3.66,54.32,0.08
000388_01.txt,209,31,20,0,18,0,278,258,5.36,51.89,0.03
000388_02.txt,593,8,23,0,13,0,637,614,22.45,28.38,0.04
000388_03.txt,697,27,89,0,27,0,840,751,30.67,27.39,0.02
000389_00.txt,190,18,2,0,2,0,212,210,3.57,59.31,0.25
000389_01.txt,248,24,17,0,8,0,297,280,8.16,36.42,0.06
000389_02.txt,510,34,23,0,6,0,573,550,30.18,18.99,0.08
000389_03.txt,648,56,78,0,30,0,812,734,48.86,16.62,0.02
000389_04.txt,771,91,55,0,44,0,961,906,79.55,12.08,0.01
000390_00.txt,197,20,6,0,2,0,225,219,5.44,41.39,0.25
000390_01.txt,330,16,11,0,6,0,363,352,9.96,36.43,0.08
000390_02.txt,412,71,9,0,10,0,502,493,18.17,27.63,0.05
000390_03.txt,762,25,81,0,34,0,902,821,44.19,20.41,0.01
000399_00.txt,131,3,5,0,5,0,144,139,1.89,76.2,0.1
000399_01.txt,324,8,10,0,2,0,344,334,8.08,42.6,0.25
000399_02.txt,383,35,49,0,20,0,487,438,14.89,32.7,0.03
000399_03.txt,502,28,158,0,22,0,710,552,36.69,19.35,0.02
000400_00.txt,181,4,2,0,8,0,195,193,2.62,74.39,0.06
000400_01.txt,348,18,24,0,14,0,404,380,7.1,56.87,0.04
000400_02.txt,558,44,20,0,14,0,636,616,16.07,39.59,0.04
000400_03.txt,744,22,136,0,15,0,917,781,32.69,28.05,0.03
000401_00.txt,191,2,5,0,2,0,200,195,2.73,73.17,0.25
000401_01.txt,422,8,6,0,6,0,442,436,11.27,39.22,0.08
000401_02.txt,423,35,55,0,48,0,561,506,13.04,43.02,0.01
000401_03.txt,593,14,177,0,48,0,832,655,26.06,31.93,0.01
000403_00.txt,191,5,6,0,5,0,207,201,4.88,42.43,0.1
000403_01.txt,227,25,19,0,23,0,294,275,6.49,45.32,0.02
000403_02.txt,385,37,15,0,17,0,454,439,20.77,21.86,0.03
000403_03.txt,557,62,69,0,26,0,714,645,58.97,12.11,0.02
000404_00.txt,164,12,1,0,4,0,181,180,2.89,62.67,0.12
000404_01.txt,282,6,11,0,6,0,305,294,5.41,56.34,0.08
000404_02.txt,362,39,27,0,14,0,442,415,10.16,43.5,0.04
000404_03.txt,507,20,125,0,22,0,674,549,25.2,26.75,0.02
000407_00.txt,178,6,6,0,4,0,194,188,4.06,47.83,0.12
000407_01.txt,304,10,16,0,3,0,333,317,8.91,37.39,0.17
000407_02.txt,318,53,67,0,5,0,443,376,17.88,24.78,0.1
000407_03.txt,428,24,130,0,7,0,589,459,30.44,19.35,0.07
000408_00.txt,123,22,7,0,3,0,155,148,2.36,65.6,0.17
000408_01.txt,291,5,23,0,5,0,324,301,7.23,44.8,0.1
000408_02.txt,352,31,39,0,7,0,429,390,18.98,22.6,0.07
000408_03.txt,380,23,146,0,20,0,569,423,20.39,27.9,0.03
000409_00.txt,174,11,2,0,4,0,191,189,3.71,51.49,0.12
000409_01.txt,258,21,13,0,4,0,296,283,9.51,31.12,0.12
000409_02.txt,399,51,12,0,14,0,476,464,29.13,16.34,0.04
000409_03.txt,402,49,63,0,13,0,527,464,31.6,16.68,0.04
000410_00.txt,177,6,1,0,5,0,189,188,3.69,51.27,0.1
000410_01.txt,231,45,19,0,11,0,306,287,7.26,42.16,0.05
000410_02.txt,416,24,39,0,8,0,487,448,20.29,24.0,0.06
000410_03.txt,450,65,69,0,8,0,592,523,36.01,16.44,0.06
000411_00.txt,243,5,4,0,5,0,257,253,3.21,80.0,0.1
000411_01.txt,376,53,8,0,6,0,443,435,8.42,52.62,0.08
000411_02.txt,503,60,43,0,27,0,633,590,16.82,37.62,0.02
000411_03.txt,784,34,104,0,39,0,961,857,41.92,22.93,0.01
000412_00.txt,142,10,5,0,5,0,162,157,2.21,73.33,0.1
000412_01.txt,316,15,18,0,9,0,358,340,7.96,45.0,0.06
000412_02.txt,338,92,48,0,17,0,495,447,16.4,30.19,0.03
000412_03.txt,655,41,89,0,19,0,804,715,46.19,17.41,0.03
000413_00.txt,145,10,2,0,7,0,164,162,4.63,35.41,0.07
000413_01.txt,209,14,9,0,4,0,236,227,7.86,30.04,0.12
000413_02.txt,275,30,37,0,19,0,361,324,14.86,24.3,0.03
000413_03.txt,430,16,93,0,34,0,573,480,43.25,13.25,0.01
000414_00.txt,151,19,6,0,2,0,178,172,2.88,61.85,0.25
000414_01.txt,311,10,16,0,3,0,340,324,9.41,36.14,0.17
000414_02.txt,264,41,53,0,25,0,383,330,9.44,40.56,0.02
000414_03.txt,538,10,116,0,31,0,695,579,41.7,16.67,0.02
000414_04.txt,272,0,191,0,22,0,485,294,16.68,29.07,0.02
000417_00.txt,164,6,2,0,8,0,180,178,3.08,58.5,0.06
000417_01.txt,336,34,6,0,4,0,380,374,13.32,28.52,0.12
000417_02.txt,386,39,22,0,16,0,463,441,17.81,26.0,0.03
000417_03.txt,648,21,76,0,14,0,759,683,53.73,14.12,0.04
000418_00.txt,175,11,10,0,11,0,207,197,2.81,73.62,0.05
000418_01.txt,350,36,22,0,16,0,424,402,7.89,53.74,0.03
000418_02.txt,300,65,33,0,80,0,478,445,9.11,52.45,0.01
000418_03.txt,417,71,104,0,52,0,644,540,15.1,42.65,0.01
000419_00.txt,157,10,3,0,3,0,173,170,1.87,92.57,0.17
000419_01.txt,225,33,21,0,14,0,293,272,4.04,72.45,0.04
000419_02.txt,400,71,24,0,22,0,517,493,16.01,32.29,0.02
000419_03.txt,594,45,93,0,10,0,742,649,34.98,21.21,0.05
000420_00.txt,141,15,9,0,9,0,174,165,1.92,90.47,0.06
000420_01.txt,277,40,21,0,10,0,348,327,5.17,67.27,0.05
000420_02.txt,445,90,55,0,28,0,618,563,14.9,41.48,0.02
000420_03.txt,640,59,114,0,33,0,846,732,29.53,28.65,0.02
000421_00.txt,273,6,9,0,10,0,298,289,6.17,48.29,0.05
000421_01.txt,348,22,22,0,10,0,402,380,8.22,48.88,0.05
000421_02.txt,638,23,48,0,18,0,727,679,27.6,26.34,0.03
000421_03.txt,989,20,61,0,30,0,1100,1039,56.41,19.5,0.02
000422_00.txt,198,8,2,0,4,0,212,210,3.44,61.54,0.12
000422_01.txt,297,24,17,0,16,0,354,337,8.48,41.73,0.03
000422_02.txt,485,44,51,0,9,0,589,538,29.59,19.9,0.06
000422_03.txt,704,28,109,0,14,0,855,746,64.67,13.22,0.04
000424_00.txt,195,4,1,0,6,0,206,205,5.17,39.87,0.08
000424_01.txt,182,16,6,0,2,0,206,200,7.07,29.12,0.25
000424_02.txt,347,23,71,0,35,0,476,405,33.92,14.03,0.01
000424_03.txt,456,7,75,0,23,0,561,486,70.15,8.0,0.02
000425_00.txt,78,5,13,0,2,0,98,85,2.69,36.4,0.25
000425_01.txt,165,0,32,0,4,0,201,169,5.52,36.4,0.12
000425_02.txt,280,0,77,0,5,0,362,285,10.88,33.27,0.1
000425_03.txt,385,8,194,0,6,0,593,399,24.33,24.38,0.08
000426_00.txt,180,29,2,0,4,0,215,213,3.95,54.4,0.12
000426_01.txt,306,30,9,0,4,0,349,340,8.64,40.4,0.12
000426_02.txt,377,78,54,0,8,0,517,463,21.72,23.8,0.06
000426_03.txt,458,39,181,0,10,0,688,507,34.66,19.85,0.05
000427_00.txt,237,17,10,0,4,0,268,258,5.53,48.46,0.12
000427_01.txt,378,32,5,0,3,0,418,413,11.32,36.92,0.17
000427_02.txt,361,78,30,0,7,0,476,446,14.44,32.97,0.07
000427_03.txt,798,18,137,0,25,0,978,841,56.37,17.35,0.02
000431_00.txt,266,12,4,0,5,0,287,283,5.81,49.38,0.1
000431_01.txt,436,16,32,0,9,0,493,461,10.08,48.89,0.06
000431_02.txt,665,26,48,0,12,0,751,703,21.76,34.51,0.04
000431_03.txt,768,24,197,0,15,0,1004,807,32.05,31.33,0.03
000432_00.txt,256,4,2,0,14,0,276,274,4.57,60.42,0.04
000432_01.txt,346,80,10,0,14,0,450,440,9.68,46.48,0.04
000432_02.txt,387,81,58,0,10,0,536,478,15.56,34.44,0.05
000432_03.txt,608,37,162,0,17,0,824,662,29.16,28.26,0.03
000434_00.txt,129,12,12,0,5,0,158,146,1.98,79.88,0.1
000434_01.txt,311,12,12,0,2,0,337,325,5.71,59.06,0.25
000434_02.txt,407,30,46,0,2,0,485,439,10.35,46.88,0.25
000434_03.txt,402,56,120,0,17,0,595,475,17.78,33.47,0.03
000435_00.txt,103,6,4,0,5,0,118,114,2.93,40.24,0.1
000435_01.txt,215,8,20,0,11,0,254,234,8.09,31.41,0.05
000435_02.txt,243,37,31,0,6,0,317,286,13.21,24.0,0.08
000435_03.txt,364,38,42,0,3,0,447,405,35.18,12.71,0.17
000436_00.txt,127,2,4,0,3,0,136,132,1.67,81.4,0.17
000436_01.txt,304,24,12,0,12,0,352,340,6.5,54.13,0.04
000436_02.txt,323,32,25,0,9,0,389,364,9.36,41.54,0.06
000436_03.txt,563,34,77,0,15,0,689,612,32.68,21.08,0.03
000437_00.txt,134,4,8,0,6,0,152,144,2.77,54.86,0.08
000437_01.txt,286,16,8,0,4,0,314,306,6.89,45.6,0.12
000437_02.txt,348,25,43,0,20,0,436,393,14.62,29.83,0.03
000437_03.txt,467,35,72,0,23,0,597,525,21.3,28.03,0.02
000438_00.txt,117,14,1,0,5,0,137,136,2.0,68.44,0.1
000438_01.txt,207,18,17,0,5,0,247,230,5.15,48.0,0.1
000438_02.txt,307,27,37,0,8,0,379,342,15.5,24.44,0.06
000438_03.txt,537,38,43,0,18,0,636,593,40.6,15.67,0.03
000439_00.txt,210,4,4,0,16,0,234,230,3.88,60.3,0.03
000439_01.txt,409,32,37,0,21,0,499,462,10.05,49.65,0.02
000439_02.txt,551,79,17,0,4,0,651,634,15.96,40.8,0.12
000439_03.txt,598,37,164,0,42,0,841,677,23.56,35.7,0.01
000440_00.txt,127,13,3,0,4,0,147,144,2.71,54.17,0.12
000440_01.txt,201,13,19,0,6,0,239,220,5.2,45.94,0.08
000440_02.txt,289,45,20,0,8,0,362,342,12.57,28.8,0.06
000440_03.txt,461,11,46,0,14,0,532,486,32.13,16.56,0.04
000446_00.txt,239,18,11,0,24,0,292,281,4.76,61.33,0.02
000446_01.txt,379,21,15,0,10,0,425,410,11.14,38.17,0.05
000446_02.txt,586,32,37,0,8,0,663,626,25.92,25.58,0.06
000446_03.txt,888,54,93,0,19,0,1054,961,70.92,14.86,0.03
000447_00.txt,246,8,4,0,2,0,260,256,4.87,53.33,0.25
000447_01.txt,406,16,5,0,12,0,439,434,10.37,42.33,0.04
000447_02.txt,446,51,31,0,8,0,536,505,15.31,35.0,0.06
000447_03.txt,606,26,144,0,38,0,814,670,29.47,27.62,0.01
000448_00.txt,187,11,8,0,7,0,213,205,3.55,60.0,0.07
000448_01.txt,300,19,19,0,10,0,348,329,7.19,48.4,0.05
000448_02.txt,357,45,23,0,11,0,436,413,9.78,44.6,0.05
000448_03.txt,732,61,79,0,20,0,892,813,47.28,18.87,0.03
000449_00.txt,143,19,12,0,2,0,176,164,2.25,78.38,0.25
000449_01.txt,325,12,19,0,7,0,363,344,7.56,48.0,0.07
000449_02.txt,402,35,22,0,14,0,473,451,10.34,45.75,0.04
000449_03.txt,689,8,62,0,29,0,788,726,34.45,22.88,0.02
000451_00.txt,229,7,11,0,5,0,252,241,5.37,46.97,0.1
000451_01.txt,390,36,10,0,8,0,444,434,13.21,33.62,0.06
000451_02.txt,570,43,16,0,12,0,641,625,30.98,20.69,0.04
000451_03.txt,843,25,92,0,27,0,987,895,61.09,16.16,0.02
000453_00.txt,95,10,2,0,4,0,111,109,2.2,50.5,0.12
000453_01.txt,215,32,22,0,12,0,281,259,7.97,35.25,0.04
000453_02.txt,433,36,48,0,8,0,525,477,32.18,16.31,0.06
000453_03.txt,531,11,67,0,67,0,676,609,54.19,12.47,0.01
000454_00.txt,211,4,12,0,8,0,235,223,4.87,48.29,0.06
000454_01.txt,384,30,7,0,10,0,431,424,13.29,32.42,0.05
000454_02.txt,343,23,79,0,43,0,488,409,18.47,26.42,0.01
000454_03.txt,774,27,78,0,36,0,915,837,63.1,14.5,0.01
000455_00.txt,190,8,6,0,3,0,207,201,3.06,67.56,0.17
000455_01.txt,287,27,27,0,12,0,353,326,8.06,43.78,0.04
000455_02.txt,349,53,42,0,44,0,488,446,20.24,24.11,0.01
000455_03.txt,526,69,88,0,37,0,720,632,46.62,15.44,0.01
000456_00.txt,317,8,12,0,7,0,344,332,7.79,44.17,0.07
000456_01.txt,572,14,19,0,12,0,617,598,15.46,39.91,0.04
000456_02.txt,642,33,65,0,37,0,777,712,27.19,28.58,0.01
000456_03.txt,985,18,85,0,50,0,1138,1053,62.78,18.13,0.01
000457_00.txt,86,10,9,0,6,0,111,102,1.69,65.85,0.08
000457_01.txt,231,18,17,0,10,0,276,259,6.08,45.37,0.05
000457_02.txt,346,0,61,0,18,0,425,364,10.66,39.88,0.03
000457_03.txt,391,0,147,0,29,0,567,420,21.23,26.71,0.02
000458_00.txt,100,15,8,0,2,0,125,117,1.82,68.5,0.25
000458_01.txt,231,16,14,0,8,0,269,255,5.58,48.25,0.06
000458_02.txt,193,28,44,0,20,0,285,241,5.21,54.75,0.03
000458_03.txt,351,6,96,0,13,0,466,370,10.81,43.12,0.04
000459_00.txt,233,8,6,0,2,0,249,243,3.57,69.71,0.25
000459_01.txt,278,59,21,0,10,0,368,347,6.02,61.14,0.05
000459_02.txt,465,54,43,0,23,0,585,542,11.3,51.76,0.02
000459_03.txt,548,51,136,0,59,0,794,658,23.32,34.05,0.01
000460_00.txt,156,7,6,0,4,0,173,167,3.68,47.04,0.12
000460_01.txt,280,66,9,0,12,0,367,358,14.27,25.71,0.04
000460_02.txt,470,48,40,0,8,0,566,526,42.21,13.41,0.06
000460_03.txt,894,22,53,0,11,0,980,927,61.11,16.04,0.05
000461_00.txt,207,14,7,0,6,0,234,227,3.01,77.68,0.08
000461_01.txt,412,20,22,0,11,0,465,443,9.62,48.32,0.05
000461_02.txt,428,40,50,0,26,0,544,494,10.9,49.89,0.02
000461_03.txt,721,45,143,0,29,0,938,795,35.05,26.76,0.02
000462_00.txt,206,25,12,0,4,0,247,235,6.11,40.4,0.12
000462_01.txt,348,30,17,0,9,0,404,387,14.38,28.1,0.06
000462_02.txt,403,59,57,0,26,0,545,488,27.9,19.53,0.02
000462_03.txt,636,46,94,0,75,0,851,757,64.15,13.27,0.01
000463_00.txt,222,11,8,0,2,0,243,235,5.17,46.99,0.25
000463_01.txt,466,10,13,0,6,0,495,482,13.7,36.14,0.08
000463_02.txt,414,80,44,0,10,0,548,504,25.92,21.14,0.05
000463_03.txt,789,30,87,0,25,0,931,844,64.39,14.46,0.02
000463_04.txt,738,71,89,0,83,0,981,892,57.39,17.09,0.01
000464_00.txt,294,12,2,0,2,0,310,308,7.89,39.27,0.25
000464_01.txt,327,35,19,0,22,0,403,384,10.81,37.27,0.02
000464_02.txt,515,44,42,0,24,0,625,583,25.81,24.21,0.02
000464_03.txt,790,55,43,0,70,0,958,915,76.73,12.48,0.01
000464_04.txt,646,105,61,0,100,0,912,851,58.55,15.58,0.01
000465_00.txt,184,10,4,0,2,0,200,196,3.1,64.62,0.25
000465_01.txt,384,8,33,0,11,0,436,403,10.88,40.07,0.05
000465_02.txt,351,50,59,0,13,0,473,414,15.39,30.73,0.04
000465_03.txt,487,38,208,0,20,0,753,545,31.55,23.86,0.03
000466_00.txt,204,18,10,0,6,0,238,228,3.74,63.66,0.08
000466_01.txt,353,10,7,0,8,0,378,371,8.14,46.46,0.06
000466_02.txt,378,48,56,0,16,0,498,442,11.79,42.26,0.03
000466_03.txt,504,44,149,0,13,0,710,561,21.06,33.72,0.04
000467_00.txt,139,14,12,0,2,0,167,155,2.93,57.0,0.25
000467_01.txt,311,64,8,0,4,0,387,379,12.76,30.33,0.12
000467_02.txt,441,38,41,0,16,0,536,495,20.62,26.0,0.03
000467_03.txt,736,26,119,0,21,0,902,783,58.51,15.42,0.02
000468_00.txt,130,5,7,0,3,0,145,138,3.43,42.31,0.17
000468_01.txt,234,14,6,0,6,0,260,254,8.42,30.87,0.08
000468_02.txt,310,37,12,0,23,0,382,370,24.34,15.69,0.02
000468_03.txt,358,43,62,0,32,0,495,433,32.44,15.26,0.02
000471_00.txt,156,14,6,0,6,0,182,176,2.59,70.36,0.08
000471_01.txt,306,17,18,0,31,0,372,354,8.23,45.18,0.02
000471_02.txt,438,39,33,0,24,0,534,501,13.23,40.36,0.02
000471_03.txt,494,56,108,0,12,0,670,562,19.66,34.08,0.04
000472_00.txt,190,10,6,0,2,0,208,202,2.85,72.91,0.25
000472_01.txt,306,20,9,0,7,0,342,333,6.33,54.07,0.07
000472_02.txt,423,35,25,0,17,0,500,475,14.44,34.62,0.03
000472_03.txt,629,12,101,0,4,0,746,645,25.71,29.01,0.12
000472_04.txt,751,115,67,0,23,0,956,889,32.92,29.04,0.02
000477_00.txt,230,10,2,0,9,0,251,249,3.23,77.61,0.06
000477_01.txt,345,38,11,0,23,0,417,406,7.33,56.91,0.02
000477_02.txt,395,32,85,0,21,0,533,448,8.26,64.53,0.02
000477_03.txt,713,25,158,0,16,0,912,754,33.96,26.86,0.03
000480_00.txt,166,15,5,0,2,0,188,183,2.27,82.88,0.25
000480_01.txt,273,24,21,0,4,0,322,301,5.9,54.62,0.12
000480_02.txt,441,25,42,0,9,0,517,475,16.75,30.87,0.06
000480_03.txt,532,50,79,0,7,0,668,589,39.4,16.96,0.07
000482_00.txt,141,6,4,0,2,0,153,149,3.69,41.51,0.25
000482_01.txt,230,20,4,0,12,0,266,262,6.41,41.51,0.04
000482_02.txt,401,0,44,0,25,0,470,426,23.61,19.91,0.02
000482_03.txt,571,14,80,0,26,0,691,611,81.54,8.47,0.02
000483_00.txt,190,10,7,0,5,0,212,205,3.23,65.57,0.1
000483_01.txt,290,16,20,0,12,0,338,318,7.42,45.58,0.04
000483_02.txt,348,48,56,0,7,0,459,403,10.04,45.73,0.07
000483_03.txt,609,16,68,0,17,0,710,642,27.4,25.91,0.03
000488_00.txt,194,11,6,0,7,0,218,212,4.26,51.2,0.07
000488_01.txt,373,32,30,0,8,0,443,413,15.58,28.43,0.06
000488_02.txt,481,62,74,0,12,0,629,555,35.49,17.72,0.04
000488_03.txt,822,52,101,0,8,0,983,882,67.42,14.58,0.06
000490_00.txt,270,20,10,0,8,0,308,298,5.08,60.65,0.06
000490_01.txt,335,40,31,0,12,0,418,387,5.35,78.16,0.04
000490_02.txt,511,33,83,0,8,0,635,552,14.61,43.46,0.06
000490_03.txt,840,25,128,0,46,0,1039,911,48.08,21.61,0.01
000492_00.txt,274,8,8,0,5,0,295,287,5.55,53.19,0.1
000492_01.txt,415,21,13,0,8,0,457,444,12.53,36.49,0.06
000492_02.txt,593,22,66,0,15,0,696,630,25.0,27.84,0.03
000492_03.txt,949,9,90,0,33,0,1081,991,97.43,11.09,0.02
000493_00.txt,173,6,10,0,5,0,194,184,4.6,42.21,0.1
000493_01.txt,288,12,19,0,4,0,323,304,8.63,37.45,0.12
000493_02.txt,413,58,77,0,5,0,553,476,22.72,24.34,0.1
000493_03.txt,468,60,96,0,13,0,637,541,35.42,17.98,0.04
000494_00.txt,281,18,4,0,5,0,308,304,5.7,54.0,0.1
000494_01.txt,394,25,9,0,4,0,432,423,8.52,50.73,0.12
000494_02.txt,499,73,52,0,24,0,648,596,20.89,31.02,0.02
000494_03.txt,817,48,122,0,45,0,1032,910,58.14,17.75,0.01
000495_00.txt,250,25,11,0,6,0,292,281,5.52,52.88,0.08
000495_01.txt,392,32,13,0,8,0,445,432,11.99,37.12,0.06
000495_02.txt,442,150,54,0,14,0,660,606,24.79,26.62,0.04
000495_03.txt,859,78,105,0,22,0,1064,959,80.97,13.14,0.02
000496_00.txt,347,10,8,0,9,0,374,366,9.9,37.78,0.06
000496_01.txt,496,60,12,0,8,0,576,564,16.29,35.35,0.06
000496_02.txt,779,36,69,0,12,0,896,827,39.75,22.54,0.04
000496_03.txt,865,69,151,0,41,0,1126,975,78.76,14.3,0.01
000496_04.txt,871,65,156,0,37,0,1129,973,69.28,16.3,0.01
000497_00.txt,159,5,6,0,3,0,173,167,2.62,66.15,0.17
000497_01.txt,274,29,21,0,8,0,332,311,5.57,59.62,0.06
000497_02.txt,358,62,41,0,13,0,474,433,13.29,35.67,0.04
000497_03.txt,639,28,77,0,12,0,756,679,40.95,18.46,0.04
000506_00.txt,198,29,8,0,9,0,244,236,4.03,60.59,0.06
000506_01.txt,330,15,16,0,17,0,378,362,7.44,50.79,0.03
000506_02.txt,452,32,43,0,80,0,607,564,14.44,42.03,0.01
000506_03.txt,411,12,221,0,89,0,733,512,21.98,33.34,0.01
000507_00.txt,171,12,8,0,4,0,195,187,3.37,57.89,0.12
000507_01.txt,325,16,11,0,1,0,353,342,8.37,42.16,0.5
000507_02.txt,418,34,51,0,29,0,532,481,21.44,24.81,0.02
000507_03.txt,603,27,96,0,15,0,741,645,36.46,20.32,0.03
000508_00.txt,147,8,7,0,3,0,165,158,2.63,62.69,0.17
000508_01.txt,266,21,9,0,8,0,304,295,6.37,47.69,0.06
000508_02.txt,218,109,45,0,21,0,393,348,21.54,18.25,0.02
000508_03.txt,472,65,69,0,26,0,632,563,48.88,12.93,0.02
000509_00.txt,183,6,6,0,4,0,199,193,3.4,58.59,0.12
000509_01.txt,317,42,18,0,6,0,383,365,10.15,37.73,0.08
000509_02.txt,342,50,60,0,2,0,454,394,12.34,36.8,0.25
000509_03.txt,650,45,105,0,8,0,808,703,42.21,19.14,0.06
000510_00.txt,189,11,4,0,10,0,214,210,3.59,59.57,0.05
000510_01.txt,386,15,6,0,13,0,420,414,8.83,47.57,0.04
000510_02.txt,381,43,54,0,12,0,490,436,16.1,30.43,0.04
000510_03.txt,615,67,71,0,14,0,767,696,51.26,14.96,0.04
000511_00.txt,277,14,8,0,14,0,313,305,4.83,64.8,0.04
000511_01.txt,424,24,5,0,10,0,463,458,10.43,44.4,0.05
000511_02.txt,467,74,45,0,20,0,606,561,13.93,43.5,0.03
000511_03.txt,730,11,151,0,25,0,917,766,31.19,29.4,0.02
000512_00.txt,167,16,5,0,3,0,191,186,2.21,86.46,0.17
